year,harvest,block,treatment,group,biomass_g,biog
2020,End,C,Ambient,Forbs,3.2,0.8
2020,End,C,Ambient,Graminoids,56.8,14.2
2020,End,C,Ambient,Legumes,3.6,0.9
2020,End,C,Ambient,Woody,0,0
2020,End,C,Procedural,Bryophytes,0.4,0.1
2020,End,C,Procedural,Dead,0,0
2020,End,C,Procedural,Forbs,4.8,1.2
2020,End,C,Procedural,Graminoids,52.8,13.2
2020,End,C,Procedural,Legumes,8.8,2.2
2020,End,C,Procedural,Woody,0,0
2020,End,C,Drought,Bryophytes,0.4,0.1
2020,End,C,Drought,Dead,0,0
2020,End,C,Drought,Forbs,18.4,4.6
2020,End,C,Drought,Graminoids,22,5.5
2020,End,C,Drought,Legumes,3.6,0.9
2020,End,C,Drought,Woody,0,0
2020,End,C,Irrigated,Bryophytes,0,0
2020,End,C,Irrigated,Dead,0,0
2020,End,C,Irrigated,Forbs,3.6,0.9
2020,End,C,Irrigated,Graminoids,56,14
2020,End,C,Irrigated,Legumes,3.2,0.8
2020,End,C,Irrigated,Woody,0,0
2020,End,D,Ambient,Bryophytes,0,0
2020,End,D,Ambient,Dead,0,0
2020,End,D,Ambient,Forbs,2.8,0.7
2020,End,D,Ambient,Graminoids,23.2,5.8
2020,End,D,Ambient,Legumes,2.4,0.6
2020,End,D,Ambient,Woody,0,0
2020,End,D,Procedural,Bryophytes,0,0
2020,End,D,Procedural,Dead,0,0
2020,End,D,Procedural,Forbs,3.2,0.8
2020,End,D,Procedural,Graminoids,20.8,5.2
2020,End,D,Procedural,Legumes,6.8,1.7
2020,End,D,Procedural,Woody,0,0
2020,End,D,Drought,Bryophytes,0.4,0.1
2020,End,D,Drought,Dead,0,0
2020,End,D,Drought,Forbs,4.4,1.1
2020,End,D,Drought,Graminoids,7.2,1.8
2020,End,D,Drought,Legumes,0.4,0.1
2020,End,D,Drought,Woody,0,0
2020,End,D,Irrigated,Bryophytes,0,0
2020,End,D,Irrigated,Dead,0,0
2020,End,D,Irrigated,Forbs,0.4,0.1
2020,End,D,Irrigated,Graminoids,42.8,10.7
2020,End,D,Irrigated,Legumes,4,1
2020,End,D,Irrigated,Woody,0,0
2020,End,E,Ambient,Bryophytes,0,0
2020,End,E,Ambient,Dead,0,0
2020,End,E,Ambient,Forbs,5.2,1.3
2020,End,E,Ambient,Graminoids,73.2,18.3
2020,End,E,Ambient,Legumes,4.4,1.1
2020,End,E,Ambient,Woody,0,0
2020,End,E,Procedural,Bryophytes,0.4,0.1
2020,End,E,Procedural,Dead,0,0
2020,End,E,Procedural,Forbs,1.2,0.3
2020,End,E,Procedural,Graminoids,95.2,23.8
2020,End,E,Procedural,Legumes,0.4,0.1
2020,End,E,Procedural,Woody,0,0
2020,End,E,Drought,Bryophytes,0.4,0.1
2020,End,E,Drought,Dead,0,0
2020,End,E,Drought,Forbs,4.4,1.1
2020,End,E,Drought,Graminoids,53.6,13.4
2020,End,E,Drought,Legumes,2.8,0.7
2020,End,E,Drought,Woody,0,0
2020,End,E,Irrigated,Bryophytes,0.4,0.1
2020,End,E,Irrigated,Dead,0,0
2020,End,E,Irrigated,Forbs,4.4,1.1
2020,End,E,Irrigated,Graminoids,42,10.5
2020,End,E,Irrigated,Legumes,0.8,0.2
2020,End,E,Irrigated,Woody,0,0
2021,Mid,A,Ambient,Bryophytes,0,0
2021,Mid,A,Ambient,Dead,0,0
2021,Mid,A,Ambient,Forbs,116.4,29.1
2021,Mid,A,Ambient,Graminoids,144,36
2021,Mid,A,Ambient,Legumes,33.6,8.4
2021,Mid,A,Ambient,Woody,0,0
2021,Mid,A,Procedural,Bryophytes,0,0
2021,Mid,A,Procedural,Dead,0,0
2021,Mid,A,Procedural,Forbs,82.8,20.7
2021,Mid,A,Procedural,Graminoids,310.4,77.6
2021,Mid,A,Procedural,Legumes,86.4,21.6
2021,Mid,A,Procedural,Woody,0,0
2021,Mid,A,Drought,Bryophytes,0,0
2021,Mid,A,Drought,Dead,0,0
2021,Mid,A,Drought,Forbs,15.2,3.8
2021,Mid,A,Drought,Graminoids,184.4,46.1
2021,Mid,A,Drought,Legumes,23.2,5.8
2021,Mid,A,Drought,Woody,0,0
2021,Mid,A,Irrigated,Bryophytes,0,0
2021,Mid,A,Irrigated,Dead,0,0
2021,Mid,A,Irrigated,Forbs,7.6,1.9
2021,Mid,A,Irrigated,Graminoids,179.6,44.9
2021,Mid,A,Irrigated,Legumes,95.2,23.8
2021,Mid,A,Irrigated,Woody,0,0
2021,Mid,B,Ambient,Bryophytes,0,0
2021,Mid,B,Ambient,Dead,0,0
2021,Mid,B,Ambient,Forbs,75.2,18.8
2021,Mid,B,Ambient,Graminoids,174.4,43.6
2021,Mid,B,Ambient,Legumes,95.2,23.8
2021,Mid,B,Ambient,Woody,0,0
2021,Mid,B,Procedural,Bryophytes,0,0
2021,Mid,B,Procedural,Dead,0,0
2021,Mid,B,Procedural,Forbs,42.8,10.7
2021,Mid,B,Procedural,Graminoids,341.6,85.4
2021,Mid,B,Procedural,Legumes,119.2,29.8
2021,Mid,B,Procedural,Woody,0,0
2021,Mid,B,Drought,Bryophytes,0,0
2021,Mid,B,Drought,Dead,0,0
2021,Mid,B,Drought,Forbs,95.6,23.9
2021,Mid,B,Drought,Graminoids,368.8,92.2
2021,Mid,B,Drought,Legumes,69.2,17.3
2021,Mid,B,Drought,Woody,0,0
2021,Mid,B,Irrigated,Bryophytes,0,0
2021,Mid,B,Irrigated,Dead,0,0
2021,Mid,B,Irrigated,Forbs,5.2,1.3
2021,Mid,B,Irrigated,Graminoids,275.2,68.8
2021,Mid,B,Irrigated,Legumes,39.6,9.9
2021,Mid,B,Irrigated,Woody,0,0
2021,Mid,C,Ambient,Bryophytes,0,0
2021,Mid,C,Ambient,Dead,0,0
2021,Mid,C,Ambient,Forbs,3.6,0.9
2021,Mid,C,Ambient,Graminoids,114.8,28.7
2021,Mid,C,Ambient,Legumes,41.6,10.4
2021,Mid,C,Ambient,Woody,35.2,8.8
2021,Mid,C,Procedural,Bryophytes,0,0
2021,Mid,C,Procedural,Dead,0,0
2021,Mid,C,Procedural,Forbs,20,5
2021,Mid,C,Procedural,Graminoids,149.2,37.3
2021,Mid,C,Procedural,Legumes,60,15
2021,Mid,C,Procedural,Woody,0,0
2021,Mid,C,Drought,Bryophytes,0,0
2021,Mid,C,Drought,Dead,0,0
2021,Mid,C,Drought,Forbs,63.2,15.8
2021,Mid,C,Drought,Graminoids,99.6,24.9
2021,Mid,C,Drought,Legumes,59.2,14.8
2021,Mid,C,Drought,Woody,0,0
2021,Mid,C,Irrigated,Bryophytes,0,0
2021,Mid,C,Irrigated,Dead,0,0
2021,Mid,C,Irrigated,Forbs,38,9.5
2021,Mid,C,Irrigated,Graminoids,228,57
2021,Mid,C,Irrigated,Legumes,61.2,15.3
2021,Mid,C,Irrigated,Woody,0,0
2021,Mid,D,Ambient,Bryophytes,0,0
2021,Mid,D,Ambient,Dead,0,0
2021,Mid,D,Ambient,Forbs,13.2,3.3
2021,Mid,D,Ambient,Graminoids,126.8,31.7
2021,Mid,D,Ambient,Legumes,41.2,10.3
2021,Mid,D,Ambient,Woody,0,0
2021,Mid,D,Procedural,Bryophytes,0,0
2021,Mid,D,Procedural,Dead,0,0
2021,Mid,D,Procedural,Forbs,23.6,5.9
2021,Mid,D,Procedural,Graminoids,162,40.5
2021,Mid,D,Procedural,Legumes,73.6,18.4
2021,Mid,D,Procedural,Woody,0,0
2021,Mid,D,Drought,Bryophytes,0,0
2021,Mid,D,Drought,Dead,0,0
2021,Mid,D,Drought,Forbs,87.6,21.9
2021,Mid,D,Drought,Graminoids,125.2,31.3
2021,Mid,D,Drought,Legumes,62.4,15.6
2021,Mid,D,Drought,Woody,0,0
2021,Mid,D,Irrigated,Bryophytes,0,0
2021,Mid,D,Irrigated,Dead,0,0
2021,Mid,D,Irrigated,Forbs,40.8,10.2
2021,Mid,D,Irrigated,Graminoids,201.6,50.4
2021,Mid,D,Irrigated,Legumes,98.4,24.6
2021,Mid,D,Irrigated,Woody,0,0
2021,Mid,E,Ambient,Bryophytes,0,0
2021,Mid,E,Ambient,Dead,0,0
2021,Mid,E,Ambient,Forbs,47.2,11.8
2021,Mid,E,Ambient,Graminoids,318.8,79.7
2021,Mid,E,Ambient,Legumes,76.4,19.1
2021,Mid,E,Ambient,Woody,0,0
2021,Mid,E,Procedural,Bryophytes,0,0
2021,Mid,E,Procedural,Dead,0,0
2021,Mid,E,Procedural,Forbs,34,8.5
2021,Mid,E,Procedural,Graminoids,194.4,48.6
2021,Mid,E,Procedural,Legumes,63.2,15.8
2021,Mid,E,Procedural,Woody,0,0
2021,Mid,E,Drought,Bryophytes,0,0
2021,Mid,E,Drought,Dead,0,0
2021,Mid,E,Drought,Forbs,45.6,11.4
2021,Mid,E,Drought,Graminoids,170,42.5
2021,Mid,E,Drought,Legumes,40,10
2021,Mid,E,Drought,Woody,0,0
2021,Mid,E,Irrigated,Bryophytes,0,0
2021,Mid,E,Irrigated,Dead,0,0
2021,Mid,E,Irrigated,Forbs,16,4
2021,Mid,E,Irrigated,Graminoids,108,27
2021,Mid,E,Irrigated,Legumes,42.8,10.7
2021,Mid,E,Irrigated,Woody,0,0
2021,End,A,Ambient,Bryophytes,0,0
2021,End,A,Ambient,Dead,0,0
2021,End,A,Ambient,Forbs,20.4,5.1
2021,End,A,Ambient,Graminoids,0,0
2021,End,A,Ambient,Legumes,13.2,3.3
2021,End,A,Ambient,Woody,0,0
2021,End,A,Procedural,Bryophytes,0,0
2021,End,A,Procedural,Dead,0,0
2021,End,A,Procedural,Forbs,20.4,5.1
2021,End,A,Procedural,Graminoids,58,14.5
2021,End,A,Procedural,Legumes,32.8,8.2
2021,End,A,Procedural,Woody,0,0
2021,End,A,Drought,Bryophytes,0,0
2021,End,A,Drought,Dead,0,0
2021,End,A,Drought,Forbs,6.4,1.6
2021,End,A,Drought,Graminoids,6.8,1.7
2021,End,A,Drought,Legumes,0,0
2021,End,A,Drought,Woody,4,1
2021,End,A,Irrigated,Bryophytes,0,0
2021,End,A,Irrigated,Dead,0,0
2021,End,A,Irrigated,Forbs,12.4,3.1
2021,End,A,Irrigated,Graminoids,63.2,15.8
2021,End,A,Irrigated,Legumes,7.6,1.9
2021,End,A,Irrigated,Woody,0,0
2021,End,B,Ambient,Bryophytes,0,0
2021,End,B,Ambient,Dead,0,0
2021,End,B,Ambient,Forbs,16,4
2021,End,B,Ambient,Graminoids,41.2,10.3
2021,End,B,Ambient,Legumes,24.8,6.2
2021,End,B,Ambient,Woody,6.8,1.7
2021,End,B,Procedural,Bryophytes,0,0
2021,End,B,Procedural,Dead,0,0
2021,End,B,Procedural,Forbs,15.2,3.8
2021,End,B,Procedural,Graminoids,48,12
2021,End,B,Procedural,Legumes,15.2,3.8
2021,End,B,Procedural,Woody,0,0
2021,End,B,Drought,Bryophytes,0,0
2021,End,B,Drought,Dead,0,0
2021,End,B,Drought,Forbs,6,1.5
2021,End,B,Drought,Graminoids,9.2,2.3
2021,End,B,Drought,Legumes,4.4,1.1
2021,End,B,Drought,Woody,0,0
2021,End,B,Irrigated,Bryophytes,0,0
2021,End,B,Irrigated,Dead,0,0
2021,End,B,Irrigated,Forbs,4,1
2021,End,B,Irrigated,Graminoids,90.4,22.6
2021,End,B,Irrigated,Legumes,5.6,1.4
2021,End,B,Irrigated,Woody,0,0
2021,End,C,Ambient,Bryophytes,0,0
2021,End,C,Ambient,Dead,0,0
2021,End,C,Ambient,Forbs,6.4,1.6
2021,End,C,Ambient,Graminoids,46,11.5
2021,End,C,Ambient,Legumes,9.6,2.4
2021,End,C,Ambient,Woody,0,0
2021,End,C,Procedural,Bryophytes,0,0
2021,End,C,Procedural,Dead,0,0
2021,End,C,Procedural,Forbs,12,3
2021,End,C,Procedural,Graminoids,92.4,23.1
2021,End,C,Procedural,Legumes,34,8.5
2021,End,C,Procedural,Woody,0,0
2021,End,C,Drought,Bryophytes,0,0
2021,End,C,Drought,Dead,0,0
2021,End,C,Drought,Forbs,4.4,1.1
2021,End,C,Drought,Graminoids,2.8,0.7
2021,End,C,Drought,Legumes,3.2,0.8
2021,End,C,Drought,Woody,1.2,0.3
2021,End,C,Irrigated,Bryophytes,0,0
2021,End,C,Irrigated,Dead,0,0
2021,End,C,Irrigated,Forbs,18.4,4.6
2021,End,C,Irrigated,Graminoids,53.2,13.3
2021,End,C,Irrigated,Legumes,18.8,4.7
2021,End,C,Irrigated,Woody,0,0
2021,End,D,Ambient,Bryophytes,0,0
2021,End,D,Ambient,Dead,0,0
2021,End,D,Ambient,Forbs,4,1
2021,End,D,Ambient,Graminoids,36.8,9.2
2021,End,D,Ambient,Legumes,4,1
2021,End,D,Ambient,Woody,0,0
2021,End,D,Procedural,Bryophytes,0,0
2021,End,D,Procedural,Dead,0,0
2021,End,D,Procedural,Forbs,2.4,0.6
2021,End,D,Procedural,Graminoids,65.2,16.3
2021,End,D,Procedural,Legumes,5.6,1.4
2021,End,D,Procedural,Woody,0,0
2021,End,D,Irrigated,Bryophytes,0,0
2021,End,D,Irrigated,Dead,0,0
2021,End,D,Irrigated,Forbs,6.4,1.6
2021,End,D,Irrigated,Graminoids,20,5
2021,End,D,Irrigated,Legumes,29.2,7.3
2021,End,D,Irrigated,Woody,0,0
2021,End,E,Ambient,Bryophytes,0,0
2021,End,E,Ambient,Dead,0,0
2021,End,E,Ambient,Forbs,4.4,1.1
2021,End,E,Ambient,Graminoids,60.4,15.1
2021,End,E,Ambient,Legumes,4.8,1.2
2021,End,E,Ambient,Woody,0,0
2021,End,E,Procedural,Bryophytes,0,0
2021,End,E,Procedural,Dead,0,0
2021,End,E,Procedural,Forbs,4,1
2021,End,E,Procedural,Graminoids,96.4,24.1
2021,End,E,Procedural,Legumes,4.4,1.1
2021,End,E,Procedural,Woody,0,0
2021,End,E,Drought,Bryophytes,0,0
2021,End,E,Drought,Dead,0,0
2021,End,E,Drought,Forbs,1.6,0.4
2021,End,E,Drought,Graminoids,20.8,5.2
2021,End,E,Drought,Legumes,3.2,0.8
2021,End,E,Drought,Woody,0.8,0.2
2021,End,E,Irrigated,Bryophytes,0,0
2021,End,E,Irrigated,Dead,0,0
2021,End,E,Irrigated,Forbs,6.4,1.6
2021,End,E,Irrigated,Graminoids,66.8,16.7
2021,End,E,Irrigated,Legumes,1.6,0.4
2021,End,E,Irrigated,Woody,0,0
2022,Mid,A,Ambient,Graminoids,220.8,55.2
2022,Mid,A,Ambient,Forbs,51.2,12.8
2022,Mid,A,Ambient,Legumes,33.2,8.3
2022,Mid,A,Ambient,Bryophytes,0,0
2022,Mid,A,Ambient,Dead,0,0
2022,Mid,A,Ambient,Woody,0,0
2022,Mid,A,Procedural,Graminoids,123.2,30.8
2022,Mid,A,Procedural,Forbs,29.2,7.3
2022,Mid,A,Procedural,Legumes,121.6,30.4
2022,Mid,A,Procedural,Bryophytes,0,0
2022,Mid,A,Procedural,Dead,0,0
2022,Mid,A,Procedural,Woody,0,0
2022,Mid,A,Drought,Graminoids,69.6,17.4
2022,Mid,A,Drought,Bryophytes,0,0
2022,Mid,A,Drought,Forbs,10,2.5
2022,Mid,A,Drought,Dead,0,0
2022,Mid,A,Drought,Legumes,0,0
2022,Mid,A,Drought,Woody,0,0
2022,Mid,A,Irrigated,Graminoids,196,49
2022,Mid,A,Irrigated,Woody,0,0
2022,Mid,A,Irrigated,Forbs,11.2,2.8
2022,Mid,A,Irrigated,Dead,0,0
2022,Mid,A,Irrigated,Legumes,71.2,17.8
2022,Mid,A,Irrigated,Bryophytes,0,0
2022,Mid,B,Ambient,Dead,0,0
2022,Mid,B,Ambient,Graminoids,122,30.5
2022,Mid,B,Ambient,Forbs,99.6,24.9
2022,Mid,B,Ambient,Legumes,81.2,20.3
2022,Mid,B,Ambient,Woody,8,2
2022,Mid,B,Ambient,Bryophytes,0.4,0.1
2022,Mid,B,Procedural,Woody,0,0
2022,Mid,B,Procedural,Graminoids,197.6,49.4
2022,Mid,B,Procedural,Dead,0,0
2022,Mid,B,Procedural,Forbs,57.6,14.4
2022,Mid,B,Procedural,Bryophytes,0,0
2022,Mid,B,Procedural,Legumes,150.4,37.6
2022,Mid,B,Drought,Woody,0,0
2022,Mid,B,Drought,Graminoids,219.2,54.8
2022,Mid,B,Drought,Dead,0,0
2022,Mid,B,Drought,Forbs,34,8.5
2022,Mid,B,Drought,Bryophytes,0,0
2022,Mid,B,Drought,Legumes,15.6,3.9
2022,Mid,B,Irrigated,Dead,0,0
2022,Mid,B,Irrigated,Graminoids,130.8,32.7
2022,Mid,B,Irrigated,Woody,0,0
2022,Mid,B,Irrigated,Forbs,6,1.5
2022,Mid,B,Irrigated,Legumes,14.4,3.6
2022,Mid,B,Irrigated,Bryophytes,0,0
2022,Mid,C,Ambient,Bryophytes,0,0
2022,Mid,C,Ambient,Graminoids,150.8,37.7
2022,Mid,C,Ambient,Dead,0,0
2022,Mid,C,Ambient,Forbs,10.8,2.7
2022,Mid,C,Ambient,Legumes,20.8,5.2
2022,Mid,C,Ambient,Woody,0.4,0.1
2022,Mid,C,Procedural,Graminoids,130.4,32.6
2022,Mid,C,Procedural,Dead,0,0
2022,Mid,C,Procedural,Forbs,36.8,9.2
2022,Mid,C,Procedural,Woody,0,0
2022,Mid,C,Procedural,Legumes,42.4,10.6
2022,Mid,C,Procedural,Bryophytes,0,0
2022,Mid,C,Drought,Graminoids,111.6,27.9
2022,Mid,C,Drought,Woody,0,0
2022,Mid,C,Drought,Forbs,39.6,9.9
2022,Mid,C,Drought,Dead,0,0
2022,Mid,C,Drought,Legumes,58.4,14.6
2022,Mid,C,Drought,Bryophytes,0,0
2022,Mid,C,Irrigated,Graminoids,194.4,48.6
2022,Mid,C,Irrigated,Dead,0,0
2022,Mid,C,Irrigated,Forbs,4.4,1.1
2022,Mid,C,Irrigated,Woody,0,0
2022,Mid,C,Irrigated,Legumes,24,6
2022,Mid,C,Irrigated,Bryophytes,0,0
2022,Mid,D,Ambient,Graminoids,142.8,35.7
2022,Mid,D,Ambient,Woody,0,0
2022,Mid,D,Ambient,Forbs,14,3.5
2022,Mid,D,Ambient,Dead,0,0
2022,Mid,D,Ambient,Legumes,26.8,6.7
2022,Mid,D,Ambient,Bryophytes,2,0.5
2022,Mid,D,Procedural,Woody,0,0
2022,Mid,D,Procedural,Graminoids,189.2,47.3
2022,Mid,D,Procedural,Dead,0,0
2022,Mid,D,Procedural,Forbs,12.4,3.1
2022,Mid,D,Procedural,Bryophytes,0,0
2022,Mid,D,Procedural,Legumes,33.2,8.3
2022,Mid,D,Drought,Woody,0,0
2022,Mid,D,Drought,Graminoids,44.4,11.1
2022,Mid,D,Drought,Bryophytes,0,0
2022,Mid,D,Drought,Forbs,30.4,7.6
2022,Mid,D,Drought,Dead,0,0
2022,Mid,D,Drought,Legumes,29.6,7.4
2022,Mid,D,Irrigated,Dead,0,0
2022,Mid,D,Irrigated,Graminoids,164,41
2022,Mid,D,Irrigated,Woody,0,0
2022,Mid,D,Irrigated,Forbs,44,11
2022,Mid,D,Irrigated,Legumes,68.8,17.2
2022,Mid,D,Irrigated,Bryophytes,2,0.5
2022,Mid,E,Ambient,Dead,0,0
2022,Mid,E,Ambient,Graminoids,245.2,61.3
2022,Mid,E,Ambient,Woody,0,0
2022,Mid,E,Ambient,Forbs,32.4,8.1
2022,Mid,E,Ambient,Bryophytes,0,0
2022,Mid,E,Ambient,Legumes,23.2,5.8
2022,Mid,E,Procedural,Woody,0,0
2022,Mid,E,Procedural,Graminoids,167.6,41.9
2022,Mid,E,Procedural,Dead,0,0
2022,Mid,E,Procedural,Forbs,68,17
2022,Mid,E,Procedural,Bryophytes,0,0
2022,Mid,E,Procedural,Legumes,46.8,11.7
2022,Mid,E,Drought,Woody,0,0
2022,Mid,E,Drought,Graminoids,47.2,11.8
2022,Mid,E,Drought,Dead,0,0
2022,Mid,E,Drought,Forbs,9.2,2.3
2022,Mid,E,Drought,Bryophytes,0,0
2022,Mid,E,Drought,Legumes,4,1
2022,Mid,E,Irrigated,Woody,0,0
2022,Mid,E,Irrigated,Graminoids,115.2,28.8
2022,Mid,E,Irrigated,Dead,0,0
2022,Mid,E,Irrigated,Forbs,20.4,5.1
2022,Mid,E,Irrigated,Bryophytes,0,0
2022,Mid,E,Irrigated,Legumes,23.6,5.9
2022,End,A,Ambient,Graminoids,2,0.5
2022,End,A,Ambient,Legumes,1.2,0.3
2022,End,A,Ambient,Bryophytes,0.8,0.2
2022,End,A,Ambient,Dead,2,0.5
2022,End,A,Ambient,Woody,0,0
2022,End,A,Ambient,Forbs,0,0
2022,End,A,Procedural,Graminoids,2.4,0.6
2022,End,A,Procedural,Legumes,0.8,0.2
2022,End,A,Procedural,Bryophytes,0,0
2022,End,A,Procedural,Dead,2,0.5
2022,End,A,Procedural,Woody,0,0
2022,End,A,Procedural,Forbs,0,0
2022,End,A,Irrigated,Graminoids,2.8,0.7
2022,End,A,Irrigated,Legumes,0.8,0.2
2022,End,A,Irrigated,Bryophytes,0,0
2022,End,A,Irrigated,Dead,1.6,0.4
2022,End,A,Irrigated,Woody,0,0
2022,End,A,Irrigated,Forbs,0,0
2022,End,A,Drought,Graminoids,0.4,0.1
2022,End,A,Drought,Legumes,0,0
2022,End,A,Drought,Bryophytes,0,0
2022,End,A,Drought,Dead,0,0
2022,End,A,Drought,Woody,0,0
2022,End,A,Drought,Forbs,0,0
2022,End,B,Ambient,Graminoids,1.2,0.3
2022,End,B,Ambient,Legumes,0,0
2022,End,B,Ambient,Bryophytes,0,0
2022,End,B,Ambient,Dead,1.6,0.4
2022,End,B,Ambient,Woody,0,0
2022,End,B,Ambient,Forbs,0,0
2022,End,B,Procedural,Graminoids,1.6,0.4
2022,End,B,Procedural,Legumes,0.8,0.2
2022,End,B,Procedural,Bryophytes,0,0
2022,End,B,Procedural,Dead,1.6,0.4
2022,End,B,Procedural,Woody,0,0
2022,End,B,Procedural,Forbs,0,0
2022,End,B,Irrigated,Graminoids,7.2,1.8
2022,End,B,Irrigated,Legumes,0.8,0.2
2022,End,B,Irrigated,Bryophytes,0,0
2022,End,B,Irrigated,Dead,3.2,0.8
2022,End,B,Irrigated,Woody,0,0
2022,End,B,Irrigated,Forbs,0,0
2022,End,B,Drought,Graminoids,1.2,0.3
2022,End,B,Drought,Legumes,1.2,0.3
2022,End,B,Drought,Bryophytes,0.8,0.2
2022,End,B,Drought,Dead,2,0.5
2022,End,B,Drought,Woody,0,0
2022,End,B,Drought,Forbs,0,0
2022,End,C,Ambient,Graminoids,6.8,1.7
2022,End,C,Ambient,Legumes,1.2,0.3
2022,End,C,Ambient,Bryophytes,0.4,0.1
2022,End,C,Ambient,Dead,4.8,1.2
2022,End,C,Ambient,Woody,0,0
2022,End,C,Ambient,Forbs,0.4,0.1
2022,End,C,Procedural,Graminoids,6.4,1.6
2022,End,C,Procedural,Legumes,0.4,0.1
2022,End,C,Procedural,Bryophytes,0,0
2022,End,C,Procedural,Dead,3.6,0.9
2022,End,C,Procedural,Woody,0,0
2022,End,C,Procedural,Forbs,0.8,0.2
2022,End,C,Irrigated,Graminoids,5.2,1.3
2022,End,C,Irrigated,Legumes,0.8,0.2
2022,End,C,Irrigated,Bryophytes,0,0
2022,End,C,Irrigated,Dead,2.8,0.7
2022,End,C,Irrigated,Woody,0,0
2022,End,C,Irrigated,Forbs,0.8,0.2
2022,End,C,Drought,Graminoids,0.8,0.2
2022,End,C,Drought,Legumes,0,0
2022,End,C,Drought,Bryophytes,0,0
2022,End,C,Drought,Dead,0.4,0.1
2022,End,C,Drought,Woody,0,0
2022,End,C,Drought,Forbs,0.8,0.2
2022,End,D,Ambient,Graminoids,7.2,1.8
2022,End,D,Ambient,Legumes,0.8,0.2
2022,End,D,Ambient,Bryophytes,0.4,0.1
2022,End,D,Ambient,Dead,7.2,1.8
2022,End,D,Ambient,Woody,0,0
2022,End,D,Ambient,Forbs,0,0
2022,End,D,Procedural,Graminoids,8,2
2022,End,D,Procedural,Legumes,0.4,0.1
2022,End,D,Procedural,Bryophytes,0.4,0.1
2022,End,D,Procedural,Dead,4.8,1.2
2022,End,D,Procedural,Woody,0,0
2022,End,D,Procedural,Forbs,2.4,0.6
2022,End,D,Irrigated,Graminoids,2.8,0.7
2022,End,D,Irrigated,Legumes,0.8,0.2
2022,End,D,Irrigated,Bryophytes,0.4,0.1
2022,End,D,Irrigated,Dead,4.4,1.1
2022,End,D,Irrigated,Woody,0,0
2022,End,D,Irrigated,Forbs,0.4,0.1
2022,End,D,Drought,Graminoids,0.4,0.1
2022,End,D,Drought,Legumes,0,0
2022,End,D,Drought,Bryophytes,0,0
2022,End,D,Drought,Dead,0,0
2022,End,D,Drought,Woody,0,0
2022,End,D,Drought,Forbs,0,0
2022,End,E,Ambient,Graminoids,2.8,0.7
2022,End,E,Ambient,Legumes,0,0
2022,End,E,Ambient,Bryophytes,0,0
2022,End,E,Ambient,Dead,2,0.5
2022,End,E,Ambient,Woody,0,0
2022,End,E,Ambient,Forbs,0,0
2022,End,E,Procedural,Graminoids,2,0.5
2022,End,E,Procedural,Legumes,0,0
2022,End,E,Procedural,Bryophytes,0,0
2022,End,E,Procedural,Dead,0.8,0.2
2022,End,E,Procedural,Woody,0,0
2022,End,E,Procedural,Forbs,0,0
2022,End,E,Irrigated,Graminoids,4.8,1.2
2022,End,E,Irrigated,Legumes,0.4,0.1
2022,End,E,Irrigated,Bryophytes,0,0
2022,End,E,Irrigated,Dead,2.4,0.6
2022,End,E,Irrigated,Woody,0,0
2022,End,E,Irrigated,Forbs,0,0
2022,End,E,Drought,Graminoids,0.4,0.1
2022,End,E,Drought,Legumes,0,0
2022,End,E,Drought,Bryophytes,0,0
2022,End,E,Drought,Dead,0,0
2022,End,E,Drought,Woody,0,0
2022,End,E,Drought,Forbs,0,0
2023,Mid,A,Ambient,Graminoids,290.8,72.7
2023,Mid,A,Ambient,Forbs,10,2.5
2023,Mid,A,Ambient,Legumes,6,1.5
2023,Mid,A,Procedural,Graminoids,322.4,80.6
2023,Mid,A,Procedural,Forbs,33.2,8.3
2023,Mid,A,Procedural,Legumes,19.6,4.9
2023,Mid,A,Drought,Graminoids,39.2,9.8
2023,Mid,A,Drought,Forbs,14,3.5
2023,Mid,A,Drought,Legumes,0,0
2023,Mid,A,Irrigated,Graminoids,144,36
2023,Mid,A,Irrigated,Forbs,11.2,2.8
2023,Mid,A,Irrigated,Legumes,12.8,3.2
2023,Mid,B,Ambient,Graminoids,216.8,54.2
2023,Mid,B,Ambient,Forbs,26,6.5
2023,Mid,B,Ambient,Legumes,42.8,10.7
2023,Mid,B,Procedural,Graminoids,280.8,70.2
2023,Mid,B,Procedural,Forbs,28.8,7.2
2023,Mid,B,Procedural,Legumes,70,17.5
2023,Mid,B,Drought,Graminoids,429.6,107.4
2023,Mid,B,Drought,Forbs,34,8.5
2023,Mid,B,Drought,Legumes,0.8,0.2
2023,Mid,B,Irrigated,Graminoids,174.8,43.7
2023,Mid,B,Irrigated,Forbs,1.6,0.4
2023,Mid,B,Irrigated,Legumes,4.4,1.1
2023,Mid,C,Ambient,Graminoids,93.6,23.4
2023,Mid,C,Ambient,Forbs,0.4,0.1
2023,Mid,C,Ambient,Legumes,6,1.5
2023,Mid,C,Procedural,Graminoids,114.8,28.7
2023,Mid,C,Procedural,Forbs,0.4,0.1
2023,Mid,C,Procedural,Legumes,8.4,2.1
2023,Mid,C,Drought,Graminoids,339.2,84.8
2023,Mid,C,Drought,Forbs,22,5.5
2023,Mid,C,Drought,Legumes,36,9
2023,Mid,C,Irrigated,Graminoids,176.8,44.2
2023,Mid,C,Irrigated,Forbs,22.8,5.7
2023,Mid,C,Irrigated,Legumes,14.8,3.7
